Index,x_m,y_m,
27894,0.00043535,0.000124841,
27895,0.000433626,0.00013073,
27896,0.000431823,0.000136595,
27897,0.000429942,0.000142436,
27898,0.000427982,0.000148251,
27899,0.000425945,0.000154039,
27900,0.00042383,0.000159799,
27901,0.000421636,0.000165529,
27902,0.000419363,0.000171229,
27903,0.000417011,0.000176896,
27904,0.000414583,0.000182532,
27905,0.00041208,0.000188134,
27906,0.000409503,0.000193703,
27907,0.00040685,0.000199236,
27908,0.000404124,0.000204733,
27909,0.000401324,0.000210194,
27910,0.000398451,0.000215615,
27911,0.000395501,0.000220996,
27912,0.000392477,0.000226336,
27913,0.000389382,0.000231634,
27914,0.000386217,0.00023689,
27915,0.000382981,0.000242104,
27916,0.000379675,0.000247274,
27917,0.000376301,0.000252398,
27918,0.000372858,0.000257478,
27919,0.000369346,0.00026251,
27920,0.000365765,0.000267493,
27921,0.000362114,0.000272425,
27922,0.000358398,0.000277308,
27923,0.000354617,0.00028214,
27924,0.000350771,0.000286921,
27925,0.000346861,0.000291651,
27926,0.000342888,0.000296327,
27927,0.000338853,0.00030095,
27928,0.000334757,0.000305518,
27929,0.000330596,0.000310029,
27930,0.000326374,0.000314481,
27931,0.000322091,0.000318876,
27932,0.00031775,0.000323213,
27933,0.000313352,0.000327491,
27934,0.000308896,0.00033171,
27935,0.000304384,0.000335869,
27936,0.000299817,0.000339966,
27937,0.000295195,0.000344003,
27938,0.000290518,0.000347975,
27939,0.000285786,0.000351881,
27940,0.000281001,0.000355723,
27941,0.000276165,0.0003595,
27942,0.000271279,0.000363212,
27943,0.000266344,0.000366858,
27944,0.00026136,0.000370437,
27945,0.000256328,0.00037395,
27946,0.00025125,0.000377394,
27947,0.000246125,0.000380769,
27948,0.000240954,0.000384072,
27949,0.000235738,0.000387303,
27950,0.000230478,0.000390465,
27951,0.000225177,0.000393555,
27952,0.000219835,0.000396574,
27953,0.000214453,0.000399522,
27954,0.000209032,0.000402396,
27955,0.000203573,0.000405198,
27956,0.000198077,0.000407926,
27957,0.000192543,0.000410577,
27958,0.000186972,0.00041315,
27959,0.000181368,0.000415649,
27960,0.000175731,0.000418073,
27961,0.000170061,0.00042042,
27962,0.000164361,0.000422692,
27963,0.000158631,0.000424887,
27964,0.000152872,0.000427005,
27965,0.000147085,0.000429045,
27966,0.00014127,0.000431004,
27967,0.000135428,0.000432882,
27968,0.000129562,0.000434682,
27969,0.000123672,0.000436402,
27970,0.000117759,0.000438044,
27971,0.000111825,0.000439606,
27972,0.000105871,0.000441088,
27973,9.99E-05,0.000442491,
27974,9.39E-05,0.000443814,
27975,8.79E-05,0.000445053,
27976,8.19E-05,0.000446208,
27977,7.58E-05,0.000447281,
27978,6.98E-05,0.000448273,
27979,6.37E-05,0.000449185,
27980,5.76E-05,0.000450014,
27981,5.15E-05,0.000450763,
27982,4.54E-05,0.000451429,
27983,3.93E-05,0.000452014,
27984,3.32E-05,0.000452515,
27985,2.71E-05,0.00045293,
27986,2.10E-05,0.000453262,
27987,1.48E-05,0.000453512,
27988,8.70E-06,0.000453679,
27989,2.56E-06,0.000453765,
27990,-3.58E-06,0.000453768,
27991,-9.71E-06,0.000453689,
27992,-1.58E-05,0.000453528,
27993,-2.20E-05,0.000453283,
27994,-2.81E-05,0.000452952,
27995,-3.42E-05,0.000452538,
27996,-4.03E-05,0.000452041,
27997,-4.65E-05,0.000451463,
27998,-5.26E-05,0.000450802,
27999,-5.86E-05,0.00045006,
28000,-6.47E-05,0.000449237,
28001,-7.08E-05,0.000448332,
28002,-7.68E-05,0.000447346,
28003,-8.29E-05,0.000446275,
28004,-8.89E-05,0.00044512,
28005,-9.49E-05,0.000443884,
28006,-0.000100921,0.000442568,
28007,-0.000106896,0.000441172,
28008,-0.000112852,0.000439696,
28009,-0.000118788,0.000438141,
28010,-0.000124702,0.000436506,
28011,-0.000130594,0.000434792,
28012,-0.000136462,0.000432996,
28013,-0.000142303,0.000431119,
28014,-0.000148119,0.000429163,
28015,-0.000153909,0.000427129,
28016,-0.00015967,0.000425018,
28017,-0.000165403,0.00042283,
28018,-0.000171106,0.000420566,
28019,-0.000176779,0.000418226,
28020,-0.000182419,0.000415809,
28021,-0.000188025,0.000413315,
28022,-0.000193597,0.000410743,
28023,-0.000199132,0.000408096,
28024,-0.000204632,0.000405375,
28025,-0.000210095,0.00040258,
28026,-0.00021552,0.000399713,
28027,-0.000220906,0.000396773,
28028,-0.000226252,0.000393762,
28029,-0.000231558,0.000390679,
28030,-0.000236821,0.000387524,
28031,-0.000242039,0.000384295,
28032,-0.000247212,0.000380996,
28033,-0.000252341,0.000377627,
28034,-0.000257425,0.000374191,
28035,-0.000262462,0.000370686,
28036,-0.000267452,0.000367115,
28037,-0.000272393,0.000363477,
28038,-0.000277285,0.000359773,
28039,-0.000282127,0.000356003,
28040,-0.000286915,0.000352166,
28041,-0.000291651,0.000348264,
28042,-0.000296333,0.000344298,
28043,-0.000300962,0.00034027,
28044,-0.000305537,0.00033618,
28045,-0.000310056,0.00033203,
28046,-0.00031452,0.000327819,
28047,-0.000318927,0.00032355,
28048,-0.000323276,0.000319221,
28049,-0.000327564,0.000314832,
28050,-0.000331791,0.000310384,
28051,-0.000335958,0.000305879,
28052,-0.000340064,0.00030132,
28053,-0.000344109,0.000296705,
28054,-0.000348092,0.000292038,
28055,-0.000352012,0.000287317,
28056,-0.000355869,0.000282544,
28057,-0.000359661,0.00027772,
28058,-0.000363386,0.000272844,
28059,-0.000367043,0.000267916,
28060,-0.000370632,0.00026294,
28061,-0.000374155,0.000257916,
28062,-0.000377611,0.000252845,
28063,-0.000380998,0.000247729,
28064,-0.000384317,0.000242568,
28065,-0.000387566,0.000237362,
28066,-0.000390746,0.000232114,
28067,-0.000393853,0.000226823,
28068,-0.000396886,0.000221488,
28069,-0.000399846,0.000216113,
28070,-0.000402734,0.000210699,
28071,-0.000405549,0.000205247,
28072,-0.000408291,0.000199758,
28073,-0.000410959,0.000194232,
28074,-0.000413554,0.000188671,
28075,-0.000416074,0.000183077,
28076,-0.000418517,0.000177448,
28077,-0.000420881,0.000171785,
28078,-0.000423168,0.000166091,
28079,-0.000425378,0.000160367,
28080,-0.000427512,0.000154614,
28081,-0.000429568,0.000148832,
28082,-0.000431547,0.000143024,
28083,-0.000433449,0.00013719,
28084,-0.000435272,0.000131331,
28085,-0.000437015,0.000125448,
28086,-0.000438677,0.000119541,
28087,-0.000440256,0.000113611,
28088,-0.000441757,0.000107661,
28089,-0.000443177,0.000101692,
28090,-0.000444518,9.57E-05,
28091,-0.000445778,8.97E-05,
28092,-0.000446959,8.37E-05,
28093,-0.000448058,7.76E-05,
28094,-0.000449077,7.16E-05,
28095,-0.000450011,6.55E-05,
28096,-0.00045086,5.94E-05,
28097,-0.000451629,5.34E-05,
28098,-0.000452315,4.73E-05,
28099,-0.000452921,4.12E-05,
28100,-0.000453444,3.50E-05,
28101,-0.000453886,2.89E-05,
28102,-0.000454246,2.28E-05,
28103,-0.000454524,1.67E-05,
28104,-0.000454717,1.05E-05,
28105,-0.000454825,4.40E-06,
28106,-0.00045485,-1.74E-06,
28107,-0.000454793,-7.87E-06,
28108,-0.000454654,-1.40E-05,
28109,-0.000454433,-2.01E-05,
28110,-0.00045413,-2.63E-05,
28111,-0.000453745,-3.24E-05,
28112,-0.000453279,-3.85E-05,
28113,-0.000452728,-4.46E-05,
28114,-0.000452093,-5.07E-05,
28115,-0.000451374,-5.68E-05,
28116,-0.000450574,-6.29E-05,
28117,-0.000449693,-6.90E-05,
28118,-0.000448731,-7.50E-05,
28119,-0.000447688,-8.11E-05,
28120,-0.000446565,-8.71E-05,
28121,-0.00044536,-9.31E-05,
28122,-0.000444075,-9.91E-05,
28123,-0.000442705,-0.000105114,
28124,-0.000441254,-0.000111076,
28125,-0.000439723,-0.000117018,
28126,-0.000438113,-0.00012294,
28127,-0.000436424,-0.000128839,
28128,-0.000434657,-0.000134715,
28129,-0.000432811,-0.000140567,
28130,-0.000430887,-0.000146393,
28131,-0.000428885,-0.000152194,
28132,-0.000426802,-0.000157966,
28133,-0.000424639,-0.000163708,
28134,-0.0004224,-0.000169421,
28135,-0.000420085,-0.000175104,
28136,-0.000417694,-0.000180755,
28137,-0.000415228,-0.000186374,
28138,-0.000412688,-0.000191959,
28139,-0.000410072,-0.00019751,
28140,-0.000407383,-0.000203026,
28141,-0.000404617,-0.000208503,
28142,-0.000401776,-0.000213942,
28143,-0.000398862,-0.000219342,
28144,-0.000395875,-0.000224702,
28145,-0.000392818,-0.000230022,
28146,-0.00038969,-0.000235301,
28147,-0.000386492,-0.000240538,
28148,-0.000383224,-0.000245732,
28149,-0.000379887,-0.000250881,
28150,-0.000376479,-0.000255984,
28151,-0.000373001,-0.000261039,
28152,-0.000369454,-0.000266047,
28153,-0.000365841,-0.000271006,
28154,-0.000362162,-0.000275917,
28155,-0.000358418,-0.000280779,
28156,-0.00035461,-0.00028559,
28157,-0.000350737,-0.00029035,
28158,-0.000346801,-0.000295058,
28159,-0.000342802,-0.000299711,
28160,-0.000338738,-0.000304308,
28161,-0.000334611,-0.00030885,
28162,-0.000330425,-0.000313336,
28163,-0.000326178,-0.000317766,
28164,-0.000321874,-0.000322138,
28165,-0.000317511,-0.000326453,
28166,-0.000313091,-0.000330709,
28167,-0.000308614,-0.000334906,
28168,-0.000304082,-0.000339042,
28169,-0.000299491,-0.000343115,
28170,-0.000294846,-0.000347123,
28171,-0.000290147,-0.00035107,
28172,-0.000285396,-0.000354953,
28173,-0.000280594,-0.000358773,
28174,-0.000275741,-0.000362528,
28175,-0.000270839,-0.000366219,
28176,-0.000265887,-0.000369843,
28177,-0.000260888,-0.000373401,
28178,-0.000255839,-0.000376889,
28179,-0.000250743,-0.000380306,
28180,-0.000245601,-0.000383655,
28181,-0.000240415,-0.000386935,
28182,-0.000235186,-0.000390146,
28183,-0.000229915,-0.000393287,
28184,-0.000224602,-0.000396357,
28185,-0.000219249,-0.000399356,
28186,-0.000213856,-0.000402283,
28187,-0.000208423,-0.000405135,
28188,-0.00020295,-0.000407911,
28189,-0.000197441,-0.000410614,
28190,-0.000191897,-0.000413243,
28191,-0.000186318,-0.000415798,
28192,-0.000180705,-0.000418278,
28193,-0.00017506,-0.000420683,
28194,-0.000169383,-0.000423012,
28195,-0.000163676,-0.000425266,
28196,-0.000157938,-0.000427441,
28197,-0.000152171,-0.000429535,
28198,-0.000146375,-0.000431552,
28199,-0.000140554,-0.000433491,
28200,-0.000134707,-0.000435352,
28201,-0.000128835,-0.000437135,
28202,-0.000122941,-0.00043884,
28203,-0.000117024,-0.000440466,
28204,-0.000111086,-0.000442013,
28205,-0.000105127,-0.000443479,
28206,-9.91E-05,-0.000444862,
28207,-9.32E-05,-0.000446163,
28208,-8.71E-05,-0.000447384,
28209,-8.11E-05,-0.000448525,
28210,-7.51E-05,-0.000449585,
28211,-6.90E-05,-0.000450564,
28212,-6.29E-05,-0.000451463,
28213,-5.69E-05,-0.000452281,
28214,-5.08E-05,-0.000453016,
28215,-4.47E-05,-0.000453667,
28216,-3.86E-05,-0.000454234,
28217,-3.24E-05,-0.000454719,
28218,-2.63E-05,-0.000455122,
28219,-2.02E-05,-0.000455444,
28220,-1.41E-05,-0.000455684,
28221,-7.92E-06,-0.000455842,
28222,-1.78E-06,-0.000455919,
28223,4.35E-06,-0.000455914,
28224,1.05E-05,-0.000455823,
28225,1.66E-05,-0.000455647,
28226,2.28E-05,-0.000455389,
28227,2.89E-05,-0.00045505,
28228,3.50E-05,-0.000454629,
28229,4.11E-05,-0.000454126,
28230,4.72E-05,-0.000453542,
28231,5.33E-05,-0.000452876,
28232,5.94E-05,-0.00045213,
28233,6.55E-05,-0.000451299,
28234,7.16E-05,-0.000450384,
28235,7.76E-05,-0.000449387,
28236,8.37E-05,-0.000448309,
28237,8.97E-05,-0.000447152,
28238,9.57E-05,-0.000445914,
28239,0.000101686,-0.000444596,
28240,0.00010766,-0.000443198,
28241,0.000113616,-0.000441721,
28242,0.000119551,-0.000440162,
28243,0.000125464,-0.000438522,
28244,0.000131354,-0.000436801,
28245,0.00013722,-0.000435001,
28246,0.000143062,-0.000433124,
28247,0.000148878,-0.000431169,
28248,0.000154668,-0.000429137,
28249,0.00016043,-0.000427027,
28250,0.000166164,-0.000424842,
28251,0.000171868,-0.000422578,
28252,0.000177539,-0.000420236,
28253,0.000183178,-0.000417816,
28254,0.000188784,-0.000415321,
28255,0.000194356,-0.000412752,
28256,0.000199894,-0.000410109,
28257,0.000205396,-0.000407392,
28258,0.000210861,-0.000404602,
28259,0.000216289,-0.00040174,
28260,0.000221678,-0.000398805,
28261,0.000227025,-0.000395795,
28262,0.00023233,-0.000392712,
28263,0.000237594,-0.000389559,
28264,0.000242815,-0.000386335,
28265,0.000247993,-0.000383042,
28266,0.000253127,-0.000379681,
28267,0.000258215,-0.000376252,
28268,0.000263258,-0.000372755,
28269,0.000268253,-0.000369191,
28270,0.000273198,-0.000365558,
28271,0.000278092,-0.000361857,
28272,0.000282937,-0.000358091,
28273,0.000287731,-0.000354261,
28274,0.000292473,-0.000350367,
28275,0.000297163,-0.000346411,
28276,0.0003018,-0.000342392,
28277,0.000306384,-0.000338312,
28278,0.000310912,-0.000334171,
28279,0.000315383,-0.000329968,
28280,0.000319795,-0.000325704,
28281,0.00032415,-0.00032138,
28282,0.000328446,-0.000316999,
28283,0.000332684,-0.000312562,
28284,0.000336862,-0.000308068,
28285,0.00034098,-0.000303519,
28286,0.000345037,-0.000298915,
28287,0.000349032,-0.000294258,
28288,0.000352964,-0.000289547,
28289,0.00035683,-0.000284782,
28290,0.00036063,-0.000279964,
28291,0.000364367,-0.000275096,
28292,0.000368038,-0.00027018,
28293,0.000371643,-0.000265214,
28294,0.000375182,-0.000260201,
28295,0.000378653,-0.000255142,
28296,0.000382058,-0.000250037,
28297,0.000385393,-0.000244886,
28298,0.000388656,-0.000239689,
28299,0.000391847,-0.000234448,
28300,0.000394968,-0.000229165,
28301,0.000398019,-0.000223841,
28302,0.000400999,-0.000218477,
28303,0.000403907,-0.000213074,
28304,0.000406743,-0.000207632,
28305,0.000409506,-0.000202154,
28306,0.000412196,-0.000196638,
28307,0.000414809,-0.000191086,
28308,0.000417344,-0.000185498,
28309,0.000419805,-0.000179877,
28310,0.000422192,-0.000174224,
28311,0.000424502,-0.00016854,
28312,0.000426737,-0.000162825,
28313,0.000428896,-0.000157081,
28314,0.000430978,-0.000151309,
28315,0.000432983,-0.00014551,
28316,0.000434907,-0.000139683,
28317,0.000436751,-0.00013383,
28318,0.000438516,-0.000127954,
28319,0.000440203,-0.000122054,
28320,0.000441811,-0.000116132,
28321,0.00044334,-0.00011019,
28322,0.00044479,-0.000104227,
28323,0.00044616,-9.82E-05,
28324,0.000447451,-9.22E-05,
28325,0.000448659,-8.62E-05,
28326,0.000449784,-8.02E-05,
28327,0.000450828,-7.42E-05,
28328,0.00045179,-6.81E-05,
28329,0.000452672,-6.20E-05,
28330,0.000453474,-5.59E-05,
28331,0.000454194,-4.98E-05,
28332,0.000454833,-4.37E-05,
28333,0.000455391,-3.76E-05,
28334,0.000455866,-3.15E-05,
28335,0.000456256,-2.54E-05,
28336,0.000456562,-1.93E-05,
28337,0.000456787,-1.31E-05,
28338,0.00045693,-6.99E-06,
28339,0.000456992,-8.56E-07,
28340,0.000456972,5.28E-06,
28341,0.000456871,1.14E-05,
28342,0.000456688,1.75E-05,
28343,0.000456422,2.37E-05,
28344,0.000456072,2.98E-05,
28345,0.000455637,3.59E-05,
28346,0.000455121,4.20E-05,
28347,0.000454524,4.81E-05,
28348,0.000453845,5.42E-05,
28349,0.000453086,6.03E-05,
28350,0.000452245,6.64E-05,
28351,0.000451324,7.25E-05,
28352,0.000450322,7.85E-05,
28353,0.000449236,8.46E-05,
28354,0.000448067,9.06E-05,
28355,0.000446817,9.66E-05,
28356,0.000445488,0.000102595,
28357,0.00044408,0.000108567,
28358,0.000442592,0.00011452,
28359,0.000441025,0.000120452,
28360,0.000439379,0.000126364,
28361,0.000437655,0.000132253,
28362,0.00043585,0.000138117,
28363,0.000433963,0.000143956,
28364,0.000431999,0.00014977,
28365,0.000429957,0.000155556,
28366,0.000427839,0.000161315,
28367,0.000425644,0.000167045,
28368,0.000423374,0.000172746,
28369,0.000421028,0.000178416,
28370,0.000418606,0.000184054,
28371,0.000416108,0.000189659,
28372,0.000413533,0.000195228,
28373,0.000410882,0.000200763,
28374,0.000408158,0.000206261,
28375,0.000405361,0.000211723,
28376,0.000402492,0.000217147,
28377,0.000399551,0.000222532,
28378,0.000396539,0.000227878,
28379,0.000393456,0.000233183,
28380,0.000390302,0.000238447,
28381,0.000387074,0.000243666,
28382,0.000383776,0.00024884,
28383,0.00038041,0.00025397,
28384,0.000376975,0.000259055,
28385,0.000373473,0.000264094,
28386,0.000369905,0.000269086,
28387,0.000366271,0.00027403,
28388,0.000362571,0.000278925,
28389,0.000358806,0.000283771,
28390,0.000354974,0.000288563,
28391,0.000351077,0.000293303,
28392,0.000347117,0.00029799,
28393,0.000343095,0.000302624,
28394,0.000339012,0.000307205,
28395,0.000334868,0.00031173,
28396,0.000330664,0.000316201,
28397,0.000326402,0.000320615,
28398,0.000322081,0.000324972,
28399,0.000317701,0.000329269,
28400,0.000313261,0.000333504,
28401,0.000308765,0.00033768,
28402,0.000304214,0.000341796,
28403,0.000299609,0.000345852,
28404,0.00029495,0.000349845,
28405,0.000290239,0.000353777,
28406,0.000285476,0.000357646,
28407,0.000280662,0.000361451,
28408,0.000275796,0.000365189,
28409,0.000270879,0.00036886,
28410,0.000265913,0.000372464,
28411,0.0002609,0.000376003,
28412,0.00025584,0.000379474,
28413,0.000250734,0.000382877,
28414,0.000245584,0.000386213,
28415,0.00024039,0.00038948,
28416,0.000235153,0.000392678,
28417,0.000229873,0.000395804,
28418,0.00022455,0.000398857,
28419,0.000219186,0.000401837,
28420,0.000213783,0.000404746,
28421,0.000208342,0.000407583,
28422,0.000202864,0.000410347,
28423,0.000197349,0.000413038,
28424,0.0001918,0.000415656,
28425,0.000186216,0.0004182,
28426,0.000180598,0.000420669,
28427,0.000174947,0.000423059,
28428,0.000169263,0.000425372,
28429,0.000163549,0.000427609,
28430,0.000157806,0.00042977,
28431,0.000152035,0.000431855,
28432,0.000146237,0.000433863,
28433,0.000140413,0.000435794,
28434,0.000134563,0.000437647,
28435,0.000128689,0.000439423,
28436,0.000122791,0.000441116,
28437,0.000116871,0.000442728,
28438,0.000110929,0.000444262,
28439,0.000104968,0.000445716,
28440,9.90E-05,0.000447091,
28441,9.30E-05,0.000448387,
28442,8.70E-05,0.000449603,
28443,8.09E-05,0.000450739,
28444,7.49E-05,0.000451794,
28445,6.88E-05,0.000452767,
28446,6.28E-05,0.000453655,
28447,5.67E-05,0.000454462,
28448,5.06E-05,0.000455189,
28449,4.45E-05,0.000455834,
28450,3.84E-05,0.000456399,
28451,3.23E-05,0.000456882,
28452,2.61E-05,0.000457284,
28453,2.00E-05,0.000457605,
28454,1.39E-05,0.000457842,
28455,7.75E-06,0.000457995,
28456,1.61E-06,0.000458064,
28457,-4.52E-06,0.000458052,
28458,-1.07E-05,0.000457959,
28459,-1.68E-05,0.000457784,
28460,-2.29E-05,0.000457528,
28461,-2.90E-05,0.000457191,
28462,-3.52E-05,0.000456772,
28463,-4.13E-05,0.000456271,
28464,-4.74E-05,0.000455685,
28465,-5.35E-05,0.000455016,
28466,-5.96E-05,0.000454266,
28467,-6.57E-05,0.000453435,
28468,-7.17E-05,0.000452524,
28469,-7.78E-05,0.000451533,
28470,-8.38E-05,0.000450461,
28471,-8.99E-05,0.000449309,
28472,-9.59E-05,0.000448077,
28473,-0.000101862,0.000446761,
28474,-0.000107837,0.000445363,
28475,-0.000113793,0.000443886,
28476,-0.000119728,0.00044233,
28477,-0.000125643,0.000440696,
28478,-0.000131535,0.000438984,
28479,-0.000137404,0.000437193,
28480,-0.000143249,0.000435325,
28481,-0.000149068,0.000433379,
28482,-0.00015486,0.000431353,
28483,-0.000160624,0.000429247,
28484,-0.000166359,0.000427065,
28485,-0.000172064,0.000424806,
28486,-0.000177739,0.000422473,
28487,-0.000183383,0.000420064,
28488,-0.000188994,0.000417581,
28489,-0.000194572,0.000415024,
28490,-0.000200116,0.000412392,
28491,-0.000205622,0.000409685,
28492,-0.000211091,0.000406902,
28493,-0.000216522,0.000404046,
28494,-0.000221915,0.000401119,
28495,-0.000227268,0.00039812,
28496,-0.000232581,0.00039505,
28497,-0.000237853,0.00039191,
28498,-0.000243083,0.000388701,
28499,-0.00024827,0.000385422,
28500,-0.000253412,0.000382074,
28501,-0.000258507,0.000378654,
28502,-0.000263555,0.000375166,
28503,-0.000268557,0.000371611,
28504,-0.000273511,0.000367991,
28505,-0.000278417,0.000364305,
28506,-0.000283273,0.000360554,
28507,-0.00028808,0.000356739,
28508,-0.000292835,0.000352861,
28509,-0.000297538,0.00034892,
28510,-0.000302185,0.000344913,
28511,-0.000306778,0.000340843,
28512,-0.000311316,0.000336714,
28513,-0.000315799,0.000332524,
28514,-0.000320226,0.000328275,
28515,-0.000324597,0.000323968,
28516,-0.00032891,0.000319603,
28517,-0.000333165,0.000315182,
28518,-0.00033736,0.000310704,
28519,-0.000341493,0.000306169,
28520,-0.000345564,0.000301577,
28521,-0.000349573,0.000296931,
28522,-0.00035352,0.000292233,
28523,-0.000357405,0.000287483,
28524,-0.000361226,0.000282682,
28525,-0.000364983,0.000277831,
28526,-0.000368676,0.000272931,
28527,-0.000372304,0.000267982,
28528,-0.000375863,0.000262983,
28529,-0.000379352,0.000257935,
28530,-0.000382774,0.000252842,
28531,-0.000386128,0.000247704,
28532,-0.000389414,0.000242522,
28533,-0.000392631,0.000237296,
28534,-0.000395779,0.000232029,
28535,-0.000398856,0.00022672,
28536,-0.000401863,0.000221371,
28537,-0.000404796,0.000215982,
28538,-0.000407655,0.000210552,
28539,-0.00041044,0.000205085,
28540,-0.000413153,0.000199581,
28541,-0.000415793,0.000194041,
28542,-0.000418359,0.000188468,
28543,-0.000420851,0.00018286,
28544,-0.000423269,0.00017722,
28545,-0.000425611,0.000171549,
28546,-0.000427877,0.000165846,
28547,-0.000430063,0.000160113,
28548,-0.000432172,0.000154351,
28549,-0.000434204,0.000148561,
28550,-0.00043616,0.000142744,
28551,-0.000438038,0.000136903,
28552,-0.000439839,0.000131037,
28553,-0.000441561,0.000125148,
28554,-0.000443206,0.000119236,
28555,-0.000444771,0.000113303,
28556,-0.000446254,0.000107348,
28557,-0.000447656,0.000101374,
28558,-0.000448978,9.54E-05,
28559,-0.000450221,8.94E-05,
28560,-0.000451384,8.33E-05,
28561,-0.000452468,7.73E-05,
28562,-0.000453471,7.13E-05,
28563,-0.000454394,6.52E-05,
28564,-0.000455237,5.91E-05,
28565,-0.000455995,5.30E-05,
28566,-0.000456669,4.69E-05,
28567,-0.000457263,4.08E-05,
28568,-0.000457775,3.47E-05,
28569,-0.000458207,2.86E-05,
28570,-0.000458557,2.25E-05,
28571,-0.000458827,1.63E-05,
28572,-0.000459015,1.02E-05,
28573,-0.000459122,4.05E-06,
28574,-0.000459145,-2.08E-06,
28575,-0.000459083,-8.22E-06,
28576,-0.000458939,-1.44E-05,
28577,-0.000458714,-2.05E-05,
28578,-0.000458408,-2.66E-05,
28579,-0.00045802,-3.27E-05,
28580,-0.000457552,-3.89E-05,
28581,-0.000457003,-4.50E-05,
28582,-0.000456373,-5.11E-05,
28583,-0.00045566,-5.72E-05,
28584,-0.000454863,-6.32E-05,
28585,-0.000453984,-6.93E-05,
28586,-0.000453024,-7.54E-05,
28587,-0.000451985,-8.14E-05,
28588,-0.000450866,-8.75E-05,
28589,-0.000449667,-9.35E-05,
28590,-0.000448388,-9.95E-05,
28591,-0.000447031,-0.000105466,
28592,-0.000445592,-0.000111431,
28593,-0.000444071,-0.000117376,
28594,-0.00044247,-0.000123299,
28595,-0.000440791,-0.000129201,
28596,-0.000439033,-0.00013508,
28597,-0.000437198,-0.000140936,
28598,-0.000435286,-0.000146766,
28599,-0.000433297,-0.000152571,
28600,-0.000431231,-0.000158349,
28601,-0.000429088,-0.000164099,
28602,-0.000426865,-0.000169818,
28603,-0.000424565,-0.000175507,
28604,-0.00042219,-0.000181165,
28605,-0.00041974,-0.000186791,
28606,-0.000417216,-0.000192384,
28607,-0.000414618,-0.000197943,
28608,-0.000411947,-0.000203467,
28609,-0.000409203,-0.000208955,
28610,-0.000406386,-0.000214407,
28611,-0.000403495,-0.000219819,
28612,-0.000400529,-0.000225191,
28613,-0.000397492,-0.000230523,
28614,-0.000394385,-0.000235814,
28615,-0.000391208,-0.000241064,
28616,-0.000387962,-0.000246272,
28617,-0.000384648,-0.000251436,
28618,-0.000381266,-0.000256555,
28619,-0.000377816,-0.00026163,
28620,-0.000374297,-0.000266657,
28621,-0.000370709,-0.000271635,
28622,-0.000367054,-0.000276564,
28623,-0.000363335,-0.000281445,
28624,-0.000359552,-0.000286276,
28625,-0.000355705,-0.000291056,
28626,-0.000351795,-0.000295786,
28627,-0.000347824,-0.000300463,
28628,-0.00034379,-0.000305087,
28629,-0.000339694,-0.000309656,
28630,-0.000335536,-0.000314168,
28631,-0.000331317,-0.000318624,
28632,-0.00032704,-0.000323024,
28633,-0.000322704,-0.000327366,
28634,-0.000318312,-0.000331651,
28635,-0.000313864,-0.000335878,
28636,-0.00030936,-0.000340045,
28637,-0.000304801,-0.000344153,
28638,-0.000300188,-0.000348198,
28639,-0.000295519,-0.00035218,
28640,-0.000290796,-0.000356098,
28641,-0.000286022,-0.000359953,
28642,-0.000281198,-0.000363745,
28643,-0.000276324,-0.000367472,
28644,-0.000271401,-0.000371135,
28645,-0.00026643,-0.000374733,
28646,-0.000261411,-0.000378264,
28647,-0.000256347,-0.000381728,
28648,-0.000251235,-0.000385122,
28649,-0.000246077,-0.000388446,
28650,-0.000240875,-0.000391701,
28651,-0.000235631,-0.000394887,
28652,-0.000230345,-0.000398004,
28653,-0.000225019,-0.00040105,
28654,-0.000219652,-0.000404026,
28655,-0.000214247,-0.000406931,
28656,-0.000208804,-0.000409764,
28657,-0.000203323,-0.000412521,
28658,-0.000197803,-0.000415203,
28659,-0.000192249,-0.000417812,
28660,-0.000186661,-0.000420347,
28661,-0.00018104,-0.000422807,
28662,-0.000175387,-0.000425194,
28663,-0.000169703,-0.000427505,
28664,-0.000163989,-0.000429741,
28665,-0.000158245,-0.000431901,
28666,-0.000152473,-0.000433983,
28667,-0.000146673,-0.000435985,
28668,-0.000140846,-0.000437909,
28669,-0.000134994,-0.000439756,
28670,-0.000129119,-0.000441526,
28671,-0.000123221,-0.000443218,
28672,-0.000117301,-0.000444832,
28673,-0.00011136,-0.000446367,
28674,-0.000105399,-0.000447824,
28675,-9.94E-05,-0.0004492,
28676,-9.34E-05,-0.000450494,
28677,-8.74E-05,-0.000451706,
28678,-8.14E-05,-0.000452839,
28679,-7.53E-05,-0.000453892,
28680,-6.93E-05,-0.000454865,
28681,-6.32E-05,-0.000455758,
28682,-5.71E-05,-0.000456571,
28683,-5.10E-05,-0.000457303,
28684,-4.49E-05,-0.000457954,
28685,-3.88E-05,-0.000458521,
28686,-3.27E-05,-0.000459004,
28687,-2.66E-05,-0.000459407,
28688,-2.04E-05,-0.000459728,
28689,-1.43E-05,-0.000459969,
28690,-8.18E-06,-0.000460128,
28691,-2.05E-06,-0.000460207,
28692,4.09E-06,-0.000460205,
28693,1.02E-05,-0.000460121,
28694,1.64E-05,-0.000459952,
28695,2.25E-05,-0.0004597,
28696,2.86E-05,-0.000459366,
28697,3.47E-05,-0.000458952,
28698,4.09E-05,-0.000458457,
28699,4.70E-05,-0.000457881,
28700,5.31E-05,-0.000457224,
28701,5.92E-05,-0.000456487,
