Index,x_m,y_m,t_sec
426,4.22877847374e-05,-2.28230924246e-05,0.0032802
427,4.41416027201e-05,-1.91432664081e-05,0.00328422
428,4.56787760696e-05,-1.53155117562e-05,0.00328824
429,4.68795300539e-05,-1.13752919651e-05,0.00329224
430,4.77507116772e-05,-7.32188689082e-06,0.00329624
431,4.82847901985e-05,-3.23493845569e-06,0.00330024
432,4.84438983809e-05,8.98368421354e-07,0.00330424
433,4.82594768815e-05,5.02188602561e-06,0.00330822
434,4.76986080855e-05,9.13465940229e-06,0.0033122
435,4.68031753052e-05,1.31442604096e-05,0.00331618
436,4.55823561599e-05,1.71272239433e-05,0.00332016
437,4.40455351866e-05,2.09218733506e-05,0.00332412
438,4.21851631923e-05,2.45800902248e-05,0.00332808
439,3.99993084839e-05,2.81081140135e-05,0.00333204
440,3.75474543072e-05,3.14464614707e-05,0.003336
441,3.47929586586e-05,3.45171348043e-05,0.00333994
442,3.1777490863e-05,3.73329587822e-05,0.00334388
443,2.8563240955e-05,3.99502448975e-05,0.00334782
444,2.51573425045e-05,4.22644472461e-05,0.00335176
445,2.15240289067e-05,4.42504381231e-05,0.00335568
446,1.77979576964e-05,4.59739635116e-05,0.0033596
447,1.39038147964e-05,4.73406571915e-05,0.00336352
448,9.9222031769e-06,4.83798825113e-05,0.00336744
449,5.82722645559e-06,4.91029335762e-05,0.00337136
450,1.70253954436e-06,4.94622993476e-05,0.00337528
451,-2.42328041478e-06,4.94897181184e-05,0.0033792
452,-6.59473162437e-06,4.9155132804e-05,0.00338312
453,-1.06537323749e-05,4.84945305862e-05,0.003387
454,-1.46337067973e-05,4.74818784921e-05,0.00339088
455,-1.85506891577e-05,4.61793090795e-05,0.00339476
456,-2.2328420463e-05,4.45494662328e-05,0.00339864
457,-2.59607272051e-05,4.25886378233e-05,0.00340252
458,-2.9432054173e-05,4.03167822983e-05,0.0034064
459,-3.2685712577e-05,3.77690557127e-05,0.00341028
460,-3.57270487752e-05,3.49713238605e-05,0.00341416
461,-3.85346112974e-05,3.19424146949e-05,0.00341802
462,-4.10719215703e-05,2.86979311416e-05,0.00342188
463,-4.33344183262e-05,2.52375900223e-05,0.00342574
464,-4.53210763388e-05,2.1589558419e-05,0.0034296
465,-4.69993953008e-05,1.78277345579e-05,0.00343344
466,-4.83520761648e-05,1.39447803784e-05,0.00343728
467,-4.9370011825e-05,9.94069588044e-06,0.00344112
468,-5.00767030931e-05,5.85486939079e-06,0.00344496
469,-5.04434278675e-05,1.75349011777e-06,0.00344878
470,-5.04612443723e-05,-2.3646131415e-06,0.0034526
471,-5.01581308406e-05,-6.4610926258e-06,0.00345642
472,-4.9515560564e-05,-1.05309236237e-05,0.00346024
473,-4.85586803673e-05,-1.45346511865e-05,0.00346404
474,-4.72680270277e-05,-1.84576235494e-05,0.00346784
475,-4.56668751309e-05,-2.22485403787e-05,0.00347164
476,-4.37584847202e-05,-2.58925679289e-05,0.00347544
477,-4.15387297436e-05,-2.93808628561e-05,0.00347924
478,-3.90578500653e-05,-3.26914566295e-05,0.00348304
479,-3.6334320156e-05,-3.58136476715e-05,0.00348684
480,-3.33516300223e-05,-3.87009499194e-05,0.00349064
