Index,x_m,y_m,t_sec
206,6.39107689542e-06,1.94340062975e-07,0.00059202
207,6.41755442659e-06,3.96886143853e-07,0.00059488
208,6.35371611278e-06,6.14994412029e-07,0.00059774
209,6.26966233702e-06,8.36585976024e-07,0.0006006
210,6.18560856125e-06,1.05817754002e-06,0.00060346
211,6.10155478549e-06,1.27976910401e-06,0.00060632
212,6.01750100973e-06,1.50136066801e-06,0.00060918
213,5.93344723396e-06,1.722952232e-06,0.00061204
214,5.8493934582e-06,1.944543796e-06,0.0006149
215,5.76533968243e-06,2.16613536e-06,0.00061776
216,5.68128590667e-06,2.38772692399e-06,0.00062062
217,5.5972321309e-06,2.60931848799e-06,0.00062348
218,5.51317835514e-06,2.83091005198e-06,0.00062634
219,5.42912457937e-06,3.05250161598e-06,0.0006292
220,5.34507080361e-06,3.27409317997e-06,0.00063206
221,5.26101702785e-06,3.49568474397e-06,0.00063492
222,5.17696325208e-06,3.71727630797e-06,0.00063778
223,5.09290947632e-06,3.93886787196e-06,0.00064064
224,5.00885570055e-06,4.16045943596e-06,0.0006435
225,4.92480192479e-06,4.38205099995e-06,0.00064636
226,4.84074814902e-06,4.60364256395e-06,0.00064922
227,4.75669437326e-06,4.82523412794e-06,0.00065208
228,4.67264059749e-06,5.04682569194e-06,0.00065494
229,4.5801901935e-06,5.26186096313e-06,0.0006578
230,4.40868627123e-06,5.41516931265e-06,0.00066066
231,4.17401613517e-06,5.51915593663e-06,0.00066352
232,3.93934599911e-06,5.62314256061e-06,0.00066638
233,3.70467586305e-06,5.7271291846e-06,0.00066924
234,3.47000572699e-06,5.83111580858e-06,0.0006721
235,3.23533559093e-06,5.93510243256e-06,0.00067496
236,3.00066545487e-06,6.03908905654e-06,0.00067782
237,2.76599531881e-06,6.14307568052e-06,0.00068068
238,2.53132518275e-06,6.2470623045e-06,0.00068354
239,2.29665504669e-06,6.35104892849e-06,0.0006864
240,2.06198491063e-06,6.45503555247e-06,0.00068926
241,1.82731477457e-06,6.55902217645e-06,0.00069212
242,1.59264463851e-06,6.66300880043e-06,0.00069498
243,1.35797450245e-06,6.76699542441e-06,0.00069784
244,1.12330436639e-06,6.87098204839e-06,0.0007007
245,8.88634230327e-07,6.97496867238e-06,0.00070356
246,6.53964094266e-07,7.07895529636e-06,0.00070642
247,4.19293958206e-07,7.18294192034e-06,0.00070928
248,1.84623822145e-07,7.28692854432e-06,0.00071214
249,-5.00463139152e-08,7.3909151683e-06,0.000715
250,-2.85992245775e-07,7.48570933496e-06,0.00071786
251,-5.35820850348e-07,7.48047505158e-06,0.00072072
252,-7.96896602101e-07,7.39420199971e-06,0.00072358
253,-1.05797235385e-06,7.30792894785e-06,0.00072644
254,-1.3190481056e-06,7.22165589599e-06,0.0007293
255,-1.58012385736e-06,7.13538284412e-06,0.00073216
256,-1.84119960911e-06,7.04910979226e-06,0.00073502
257,-2.10227536086e-06,6.9628367404e-06,0.00073788
258,-2.36335111262e-06,6.87656368853e-06,0.00074074
259,-2.62442686437e-06,6.79029063667e-06,0.0007436
260,-2.88550261612e-06,6.70401758481e-06,0.00074646
261,-3.14657836788e-06,6.61774453294e-06,0.00074932
262,-3.40765411963e-06,6.53147148108e-06,0.00075218
263,-3.66872987138e-06,6.44519842921e-06,0.00075504
264,-3.92980562314e-06,6.35892537735e-06,0.0007579
265,-4.19088137489e-06,6.27265232549e-06,0.00076076
266,-4.45195712664e-06,6.18637927362e-06,0.00076362
267,-4.71303287839e-06,6.10010622176e-06,0.00076648
268,-4.97410863015e-06,6.0138331699e-06,0.00076934
269,-5.2351843819e-06,5.92756011803e-06,0.0007722
270,-5.47265681085e-06,5.80534731254e-06,0.00077506
271,-5.65666978412e-06,5.60173411767e-06,0.00077792
272,-5.81189809113e-06,5.35429176273e-06,0.00078078
273,-5.96712639814e-06,5.10684940778e-06,0.00078364
274,-6.12235470514e-06,4.85940705284e-06,0.0007865
275,-6.27758301215e-06,4.61196469789e-06,0.00078936
276,-6.43281131916e-06,4.36452234295e-06,0.00079222
277,-6.58803962617e-06,4.117079988e-06,0.00079508
278,-6.74326793318e-06,3.86963763306e-06,0.00079794
279,-6.89849624019e-06,3.62219527811e-06,0.0008008
280,-7.0537245472e-06,3.37475292317e-06,0.00080366
281,-7.20895285421e-06,3.12731056822e-06,0.00080652
282,-7.36418116122e-06,2.87986821328e-06,0.00080938
283,-7.51940946823e-06,2.63242585833e-06,0.00081224
284,-7.67463777524e-06,2.38498350339e-06,0.0008151
285,-7.82986608225e-06,2.13754114845e-06,0.00081796
286,-7.98509438926e-06,1.8900987935e-06,0.00082082
287,-8.14032269627e-06,1.64265643856e-06,0.00082368
288,-8.29555100328e-06,1.39521408361e-06,0.00082654
289,-8.3666378143e-06,1.12057247472e-06,0.0008294
290,-8.3498657098e-06,8.17529933258e-07,0.00083226
291,-8.3210322441e-06,5.10588482905e-07,0.00083512
292,-8.29219877839e-06,2.03647032552e-07,0.00083798
293,-8.26336531268e-06,-1.03294417801e-07,0.00084084
294,-8.23453184697e-06,-4.10235868154e-07,0.0008437
295,-8.20569838126e-06,-7.17177318507e-07,0.00084656
296,-8.17686491556e-06,-1.02411876886e-06,0.00084942
297,-8.14803144985e-06,-1.33106021921e-06,0.00085228
298,-8.11919798414e-06,-1.63800166956e-06,0.00085514
299,-8.09036451843e-06,-1.94494311992e-06,0.000858
300,-8.06153105272e-06,-2.25188457027e-06,0.00086086
301,-8.03269758702e-06,-2.55882602062e-06,0.00086372
302,-8.00386412131e-06,-2.86576747097e-06,0.00086658
303,-7.9750306556e-06,-3.17270892133e-06,0.00086944
304,-7.94619718989e-06,-3.47965037168e-06,0.0008723
305,-7.91736372418e-06,-3.78659182203e-06,0.00087516
306,-7.86534024558e-06,-4.08561637031e-06,0.00087802
307,-7.7185284867e-06,-4.35228088773e-06,0.00088088
308,-7.50617622309e-06,-4.59657035255e-06,0.00088374
309,-7.29382395949e-06,-4.84085981738e-06,0.0008866
310,-7.08147169588e-06,-5.08514928221e-06,0.00088946
311,-6.86911943228e-06,-5.32943874704e-06,0.00089232
312,-6.65676716867e-06,-5.57372821187e-06,0.00089518
313,-6.44441490507e-06,-5.8180176767e-06,0.00089804
314,-6.23206264147e-06,-6.06230714153e-06,0.0009009
315,-6.01971037786e-06,-6.30659660636e-06,0.00090376
316,-5.80735811426e-06,-6.55088607118e-06,0.00090662
317,-5.59500585065e-06,-6.79517553601e-06,0.00090948
318,-5.38265358705e-06,-7.03946500084e-06,0.00091234
319,-5.17030132344e-06,-7.28375446567e-06,0.0009152
320,-4.95794905984e-06,-7.5280439305e-06,0.00091806
321,-4.74559679623e-06,-7.77233339533e-06,0.00092092
322,-4.53324453263e-06,-8.01662286016e-06,0.00092378
323,-4.29449693875e-06,-8.22474836567e-06,0.00092664
324,-3.9979955556e-06,-8.35374602303e-06,0.0009295
325,-3.67109360848e-06,-8.4410921933e-06,0.00093236
326,-3.34419166136e-06,-8.52843836356e-06,0.00093522
327,-3.01728971425e-06,-8.61578453383e-06,0.00093808
328,-2.69038776713e-06,-8.70313070409e-06,0.00094094
329,-2.36348582001e-06,-8.79047687435e-06,0.0009438
330,-2.0365838729e-06,-8.87782304462e-06,0.00094666
331,-1.70968192578e-06,-8.96516921488e-06,0.00094952
332,-1.38277997866e-06,-9.05251538515e-06,0.00095238
333,-1.05587803154e-06,-9.13986155541e-06,0.00095524
334,-7.28976084429e-07,-9.22720772568e-06,0.0009581
335,-4.02074137312e-07,-9.31455389594e-06,0.00096096
336,-7.51721901947e-08,-9.40190006621e-06,0.00096382
337,2.51729756922e-07,-9.48924623647e-06,0.00096668
338,5.78631704038e-07,-9.57659240674e-06,0.00096954
339,9.0711890486e-07,-9.62925275699e-06,0.0009724
340,1.24014111327e-06,-9.58268579978e-06,0.00097526
341,1.57592925913e-06,-9.47559931285e-06,0.00097812
342,1.91171740499e-06,-9.36851282592e-06,0.00098098
343,2.24750555086e-06,-9.261426339e-06,0.00098384
344,2.58329369672e-06,-9.15433985207e-06,0.0009867
345,2.91908184259e-06,-9.04725336515e-06,0.00098956
346,3.25486998845e-06,-8.94016687822e-06,0.00099242
347,3.59065813431e-06,-8.8330803913e-06,0.00099528
348,3.92644628018e-06,-8.72599390437e-06,0.00099814
349,4.26223442604e-06,-8.61890741744e-06,0.001001
350,4.5980225719e-06,-8.51182093052e-06,0.00100386
351,4.93381071777e-06,-8.40473444359e-06,0.00100672
352,5.26959886363e-06,-8.29764795667e-06,0.00100958
353,5.6053870095e-06,-8.19056146974e-06,0.00101244
354,5.94117515536e-06,-8.08347498282e-06,0.0010153
355,6.23265464533e-06,-7.89825865649e-06,0.00101816
356,6.47828332754e-06,-7.63219320095e-06,0.00102102
357,6.71792676793e-06,-7.35557391629e-06,0.00102388
