Index,x_m,y_m
821,-6.25E-05,2.45E-05
822,-6.39E-05,2.06E-05
823,-6.52E-05,1.66E-05
824,-6.61E-05,1.25E-05
825,-6.67E-05,8.43E-06
826,-6.72E-05,4.31E-06
827,-6.74E-05,1.61E-07
828,-6.73E-05,-3.98E-06
829,-6.70E-05,-8.11E-06
830,-6.64E-05,-1.22E-05
831,-6.56E-05,-1.63E-05
832,-6.45E-05,-2.03E-05
833,-6.31E-05,-2.43E-05
834,-6.16E-05,-2.81E-05
835,-5.98E-05,-3.18E-05
836,-5.77E-05,-3.55E-05
837,-5.55E-05,-3.90E-05
838,-5.30E-05,-4.23E-05
839,-5.04E-05,-4.55E-05
840,-4.75E-05,-4.85E-05
841,-4.45E-05,-5.14E-05
842,-4.13E-05,-5.41E-05
843,-3.80E-05,-5.65E-05
844,-3.44E-05,-5.87E-05
845,-3.09E-05,-6.07E-05
846,-2.72E-05,-6.26E-05
847,-2.33E-05,-6.41E-05
848,-1.94E-05,-6.54E-05
849,-1.54E-05,-6.65E-05
850,-1.13E-05,-6.74E-05
851,-7.22E-06,-6.80E-05
852,-3.11E-06,-6.84E-05
853,1.01E-06,-6.85E-05
854,5.17E-06,-6.83E-05
855,9.32E-06,-6.79E-05
856,1.34E-05,-6.73E-05
857,1.75E-05,-6.64E-05
858,2.15E-05,-6.52E-05
859,2.55E-05,-6.38E-05
860,2.93E-05,-6.22E-05
861,3.30E-05,-6.04E-05
862,3.66E-05,-5.83E-05
863,4.01E-05,-5.60E-05
864,4.34E-05,-5.36E-05
865,4.65E-05,-5.08E-05
866,4.95E-05,-4.80E-05
867,5.24E-05,-4.50E-05
868,5.50E-05,-4.18E-05
869,5.75E-05,-3.84E-05
870,5.97E-05,-3.49E-05
871,6.18E-05,-3.13E-05
872,6.35E-05,-2.76E-05
873,6.51E-05,-2.37E-05
874,6.65E-05,-1.98E-05
875,6.75E-05,-1.58E-05
876,6.84E-05,-1.18E-05
877,6.90E-05,-7.67E-06
878,6.94E-05,-3.53E-06
879,6.95E-05,6.10E-07
880,6.94E-05,4.77E-06
881,6.91E-05,8.96E-06
882,6.84E-05,1.31E-05
883,6.75E-05,1.71E-05
884,6.65E-05,2.11E-05
885,6.51E-05,2.51E-05
886,6.35E-05,2.89E-05
887,6.17E-05,3.26E-05
888,5.97E-05,3.63E-05
889,5.75E-05,3.98E-05
890,5.51E-05,4.31E-05
891,5.24E-05,4.63E-05
892,4.96E-05,4.94E-05
893,4.66E-05,5.23E-05
894,4.35E-05,5.50E-05
895,4.02E-05,5.75E-05
896,3.67E-05,5.98E-05
897,3.31E-05,6.19E-05
898,2.94E-05,6.38E-05
899,2.56E-05,6.55E-05
900,2.17E-05,6.69E-05
901,1.78E-05,6.81E-05
902,1.37E-05,6.91E-05
903,9.63E-06,6.98E-05
904,5.51E-06,7.03E-05
905,1.38E-06,7.05E-05
906,-2.77E-06,7.05E-05
907,-6.94E-06,7.02E-05
908,-1.11E-05,6.98E-05
909,-1.52E-05,6.91E-05
910,-1.92E-05,6.81E-05
911,-2.32E-05,6.69E-05
912,-2.71E-05,6.55E-05
913,-3.09E-05,6.38E-05
914,-3.46E-05,6.19E-05
915,-3.82E-05,5.98E-05
916,-4.16E-05,5.74E-05
917,-4.49E-05,5.49E-05
918,-4.81E-05,5.23E-05
919,-5.12E-05,4.94E-05
920,-5.40E-05,4.63E-05
921,-5.66E-05,4.31E-05
922,-5.91E-05,3.98E-05
923,-6.13E-05,3.63E-05
924,-6.33E-05,3.27E-05
925,-6.52E-05,2.90E-05
926,-6.68E-05,2.52E-05
927,-6.82E-05,2.13E-05
928,-6.94E-05,1.73E-05
929,-7.03E-05,1.32E-05
930,-7.09E-05,9.15E-06
931,-7.14E-05,5.04E-06
932,-7.16E-05,8.81E-07
933,-7.15E-05,-3.28E-06
934,-7.13E-05,-7.44E-06
935,-7.08E-05,-1.16E-05
936,-7.00E-05,-1.57E-05
937,-6.90E-05,-1.98E-05
938,-6.78E-05,-2.37E-05
939,-6.64E-05,-2.76E-05
940,-6.47E-05,-3.15E-05
941,-6.28E-05,-3.52E-05
942,-6.07E-05,-3.88E-05
943,-5.84E-05,-4.22E-05
944,-5.59E-05,-4.55E-05
945,-5.32E-05,-4.87E-05
946,-5.03E-05,-5.17E-05
947,-4.73E-05,-5.45E-05
948,-4.41E-05,-5.72E-05
949,-4.07E-05,-5.97E-05
950,-3.73E-05,-6.20E-05
951,-3.36E-05,-6.41E-05
952,-2.99E-05,-6.59E-05
953,-2.61E-05,-6.75E-05
954,-2.22E-05,-6.90E-05
955,-1.82E-05,-7.02E-05
956,-1.42E-05,-7.11E-05
957,-1.01E-05,-7.19E-05
958,-5.98E-06,-7.24E-05
959,-1.82E-06,-7.26E-05
960,2.36E-06,-7.27E-05
961,6.51E-06,-7.24E-05
962,1.06E-05,-7.20E-05
963,1.47E-05,-7.13E-05
964,1.88E-05,-7.04E-05
965,2.28E-05,-6.92E-05
966,2.67E-05,-6.78E-05
967,3.05E-05,-6.63E-05
968,3.42E-05,-6.45E-05
969,3.79E-05,-6.24E-05
970,4.14E-05,-6.02E-05
971,4.47E-05,-5.78E-05
972,4.80E-05,-5.52E-05
973,5.11E-05,-5.24E-05
974,5.40E-05,-4.94E-05
975,5.68E-05,-4.63E-05
976,5.93E-05,-4.30E-05
977,6.17E-05,-3.96E-05
978,6.39E-05,-3.60E-05
979,6.59E-05,-3.24E-05
980,6.76E-05,-2.86E-05
981,6.92E-05,-2.48E-05
982,7.05E-05,-2.09E-05
983,7.16E-05,-1.68E-05
984,7.24E-05,-1.28E-05
985,7.31E-05,-8.71E-06
986,7.35E-05,-4.57E-06
987,7.37E-05,-4.12E-07
988,7.37E-05,3.76E-06
989,7.33E-05,7.91E-06
990,7.28E-05,1.20E-05
991,7.21E-05,1.61E-05
992,7.11E-05,2.02E-05
993,6.99E-05,2.41E-05
994,6.85E-05,2.81E-05
995,6.68E-05,3.19E-05
996,6.49E-05,3.56E-05
997,6.29E-05,3.92E-05
998,6.06E-05,4.27E-05
999,5.81E-05,4.60E-05
1000,5.55E-05,4.92E-05
1001,5.27E-05,5.23E-05
1002,4.97E-05,5.52E-05
1003,4.66E-05,5.79E-05
1004,4.33E-05,6.05E-05
1005,3.98E-05,6.28E-05
1006,3.63E-05,6.50E-05
1007,3.26E-05,6.70E-05
1008,2.88E-05,6.87E-05
1009,2.50E-05,7.03E-05
1010,2.11E-05,7.16E-05
1011,1.71E-05,7.26E-05
1012,1.30E-05,7.36E-05
1013,8.92E-06,7.42E-05
1014,4.79E-06,7.46E-05
1015,6.39E-07,7.48E-05
1016,-3.51E-06,7.47E-05
1017,-7.66E-06,7.45E-05
1018,-1.18E-05,7.40E-05
1019,-1.59E-05,7.32E-05
1020,-2.00E-05,7.23E-05
1021,-2.40E-05,7.11E-05
1022,-2.79E-05,6.97E-05
1023,-3.17E-05,6.80E-05
1024,-3.55E-05,6.63E-05
1025,-3.91E-05,6.42E-05
1026,-4.26E-05,6.19E-05
1027,-4.60E-05,5.96E-05
1028,-4.92E-05,5.69E-05
1029,-5.23E-05,5.41E-05
1030,-5.53E-05,5.12E-05
1031,-5.80E-05,4.81E-05
1032,-6.06E-05,4.48E-05
1033,-6.31E-05,4.15E-05
1034,-6.52E-05,3.79E-05
1035,-6.73E-05,3.43E-05
1036,-6.91E-05,3.06E-05
1037,-7.07E-05,2.67E-05
1038,-7.21E-05,2.28E-05
1039,-7.33E-05,1.88E-05
1040,-7.42E-05,1.47E-05
1041,-7.50E-05,1.07E-05
1042,-7.55E-05,6.56E-06
1043,-7.57E-05,2.41E-06
1044,-7.58E-05,-1.75E-06
1045,-7.56E-05,-5.88E-06
1046,-7.52E-05,-1.00E-05
1047,-7.46E-05,-1.41E-05
1048,-7.38E-05,-1.82E-05
1049,-7.27E-05,-2.22E-05
1050,-7.14E-05,-2.62E-05
1051,-6.99E-05,-3.00E-05
1052,-6.82E-05,-3.38E-05
1053,-6.63E-05,-3.75E-05
1054,-6.42E-05,-4.11E-05
1055,-6.18E-05,-4.46E-05
1056,-5.94E-05,-4.79E-05
1057,-5.67E-05,-5.11E-05
1058,-5.38E-05,-5.42E-05
1059,-5.08E-05,-5.71E-05
1060,-4.76E-05,-5.98E-05
1061,-4.44E-05,-6.23E-05
1062,-4.09E-05,-6.47E-05
1063,-3.74E-05,-6.68E-05
1064,-3.37E-05,-6.88E-05
1065,-3.00E-05,-7.05E-05
1066,-2.61E-05,-7.21E-05
1067,-2.21E-05,-7.34E-05
1068,-1.82E-05,-7.46E-05
1069,-1.41E-05,-7.54E-05
1070,-9.94E-06,-7.61E-05
1071,-5.81E-06,-7.66E-05
1072,-1.67E-06,-7.68E-05
1073,2.45E-06,-7.69E-05
1074,6.60E-06,-7.66E-05
1075,1.07E-05,-7.62E-05
1076,1.49E-05,-7.56E-05
1077,1.89E-05,-7.47E-05
1078,2.29E-05,-7.36E-05
1079,2.68E-05,-7.23E-05
1080,3.07E-05,-7.08E-05
1081,3.45E-05,-6.91E-05
1082,3.82E-05,-6.72E-05
1083,4.17E-05,-6.50E-05
1084,4.52E-05,-6.27E-05
1085,4.85E-05,-6.02E-05
1086,5.17E-05,-5.75E-05
1087,5.48E-05,-5.47E-05
1088,5.77E-05,-5.17E-05
1089,6.04E-05,-4.86E-05
1090,6.29E-05,-4.53E-05
1091,6.53E-05,-4.18E-05
1092,6.75E-05,-3.83E-05
1093,6.96E-05,-3.46E-05
1094,7.13E-05,-3.08E-05
1095,7.29E-05,-2.70E-05
1096,7.43E-05,-2.30E-05
1097,7.54E-05,-1.90E-05
1098,7.64E-05,-1.50E-05
1099,7.71E-05,-1.09E-05
1100,7.76E-05,-6.74E-06
1101,7.80E-05,-2.59E-06
1102,7.80E-05,1.56E-06
1103,7.78E-05,5.71E-06
1104,7.74E-05,9.87E-06
1105,7.68E-05,1.40E-05
1106,7.60E-05,1.81E-05
1107,7.50E-05,2.21E-05
1108,7.37E-05,2.61E-05
1109,7.23E-05,3.00E-05
1110,7.06E-05,3.38E-05
1111,6.87E-05,3.75E-05
1112,6.67E-05,4.11E-05
1113,6.44E-05,4.46E-05
1114,6.20E-05,4.79E-05
1115,5.94E-05,5.12E-05
1116,5.66E-05,5.43E-05
1117,5.37E-05,5.73E-05
1118,5.06E-05,6.00E-05
1119,4.74E-05,6.26E-05
1120,4.41E-05,6.51E-05
1121,4.05E-05,6.74E-05
1122,3.69E-05,6.95E-05
1123,3.32E-05,7.14E-05
1124,2.94E-05,7.30E-05
1125,2.55E-05,7.45E-05
1126,2.15E-05,7.58E-05
1127,1.75E-05,7.69E-05
1128,1.34E-05,7.78E-05
1129,9.33E-06,7.84E-05
1130,5.19E-06,7.88E-05
1131,1.04E-06,7.90E-05
1132,-3.11E-06,7.90E-05
1133,-7.24E-06,7.87E-05
1134,-1.14E-05,7.83E-05
1135,-1.55E-05,7.76E-05
1136,-1.96E-05,7.67E-05
1137,-2.36E-05,7.56E-05
1138,-2.75E-05,7.43E-05
1139,-3.14E-05,7.28E-05
1140,-3.52E-05,7.11E-05
1141,-3.89E-05,6.92E-05
1142,-4.25E-05,6.71E-05
1143,-4.60E-05,6.47E-05
1144,-4.93E-05,6.23E-05
1145,-5.25E-05,5.97E-05
1146,-5.56E-05,5.68E-05
1147,-5.85E-05,5.39E-05
1148,-6.13E-05,5.08E-05
1149,-6.39E-05,4.76E-05
1150,-6.63E-05,4.42E-05
1151,-6.85E-05,4.07E-05
1152,-7.06E-05,3.71E-05
1153,-7.24E-05,3.34E-05
1154,-7.41E-05,2.95E-05
1155,-7.56E-05,2.57E-05
1156,-7.68E-05,2.17E-05
1157,-7.79E-05,1.77E-05
1158,-7.88E-05,1.36E-05
1159,-7.94E-05,9.48E-06
1160,-7.98E-05,5.34E-06
1161,-8.01E-05,1.20E-06
1162,-8.00E-05,-3.00E-06
1163,-7.98E-05,-7.19E-06
1164,-7.93E-05,-1.13E-05
1165,-7.87E-05,-1.54E-05
1166,-7.79E-05,-1.94E-05
1167,-7.67E-05,-2.35E-05
1168,-7.55E-05,-2.74E-05
1169,-7.40E-05,-3.13E-05
1170,-7.23E-05,-3.51E-05
1171,-7.05E-05,-3.89E-05
1172,-6.83E-05,-4.24E-05
1173,-6.61E-05,-4.59E-05
1174,-6.37E-05,-4.93E-05
1175,-6.11E-05,-5.25E-05
1176,-5.83E-05,-5.56E-05
1177,-5.54E-05,-5.86E-05
1178,-5.23E-05,-6.14E-05
1179,-4.91E-05,-6.41E-05
1180,-4.57E-05,-6.65E-05
1181,-4.23E-05,-6.88E-05
1182,-3.87E-05,-7.09E-05
1183,-3.50E-05,-7.28E-05
1184,-3.12E-05,-7.46E-05
1185,-2.74E-05,-7.61E-05
1186,-2.35E-05,-7.75E-05
1187,-1.95E-05,-7.86E-05
1188,-1.54E-05,-7.95E-05
1189,-1.14E-05,-8.03E-05
1190,-7.24E-06,-8.07E-05
1191,-3.09E-06,-8.10E-05
1192,1.09E-06,-8.11E-05
1193,5.25E-06,-8.10E-05
1194,9.40E-06,-8.07E-05
1195,1.35E-05,-8.01E-05
1196,1.76E-05,-7.93E-05
1197,2.16E-05,-7.84E-05
1198,2.56E-05,-7.72E-05
1199,2.96E-05,-7.58E-05
1200,3.34E-05,-7.42E-05
1201,3.72E-05,-7.24E-05
1202,4.09E-05,-7.04E-05
1203,4.44E-05,-6.83E-05
1204,4.79E-05,-6.60E-05
1205,5.12E-05,-6.34E-05
1206,5.44E-05,-6.08E-05
1207,5.75E-05,-5.79E-05
1208,6.04E-05,-5.49E-05
1209,6.32E-05,-5.18E-05
1210,6.58E-05,-4.85E-05
1211,6.81E-05,-4.51E-05
1212,7.04E-05,-4.16E-05
1213,7.25E-05,-3.80E-05
1214,7.43E-05,-3.43E-05
1215,7.60E-05,-3.05E-05
1216,7.75E-05,-2.66E-05
1217,7.88E-05,-2.26E-05
1218,7.99E-05,-1.86E-05
1219,8.07E-05,-1.45E-05
1220,8.14E-05,-1.04E-05
1221,8.18E-05,-6.25E-06
1222,8.21E-05,-2.07E-06
1223,8.21E-05,2.10E-06
1224,8.19E-05,6.25E-06
1225,8.16E-05,1.04E-05
1226,8.10E-05,1.45E-05
1227,8.02E-05,1.86E-05
1228,7.92E-05,2.26E-05
1229,7.80E-05,2.66E-05
1230,7.66E-05,3.05E-05
1231,7.50E-05,3.43E-05
1232,7.32E-05,3.81E-05
1233,7.12E-05,4.17E-05
1234,6.90E-05,4.52E-05
1235,6.67E-05,4.87E-05
1236,6.42E-05,5.20E-05
1237,6.15E-05,5.52E-05
1238,5.87E-05,5.83E-05
1239,5.57E-05,6.12E-05
1240,5.26E-05,6.39E-05
1241,4.93E-05,6.65E-05
1242,4.59E-05,6.89E-05
1243,4.23E-05,7.12E-05
1244,3.87E-05,7.33E-05
1245,3.50E-05,7.52E-05
1246,3.12E-05,7.69E-05
1247,2.73E-05,7.84E-05
1248,2.33E-05,7.97E-05
1249,1.93E-05,8.08E-05
1250,1.53E-05,8.17E-05
1251,1.11E-05,8.24E-05
1252,7.01E-06,8.29E-05
1253,2.85E-06,8.31E-05
1254,-1.30E-06,8.32E-05
1255,-5.46E-06,8.31E-05
1256,-9.57E-06,8.27E-05
1257,-1.37E-05,8.22E-05
1258,-1.78E-05,8.15E-05
1259,-2.19E-05,8.05E-05
1260,-2.59E-05,7.93E-05
1261,-2.98E-05,7.79E-05
1262,-3.37E-05,7.64E-05
1263,-3.75E-05,7.46E-05
1264,-4.12E-05,7.27E-05
1265,-4.48E-05,7.06E-05
1266,-4.82E-05,6.83E-05
1267,-5.16E-05,6.59E-05
1268,-5.48E-05,6.33E-05
1269,-5.79E-05,6.05E-05
1270,-6.08E-05,5.76E-05
1271,-6.36E-05,5.45E-05
1272,-6.63E-05,5.13E-05
1273,-6.88E-05,4.80E-05
1274,-7.11E-05,4.46E-05
1275,-7.32E-05,4.10E-05
1276,-7.52E-05,3.73E-05
1277,-7.70E-05,3.36E-05
1278,-7.86E-05,2.98E-05
1279,-8.00E-05,2.58E-05
1280,-8.12E-05,2.19E-05
1281,-8.22E-05,1.78E-05
1282,-8.30E-05,1.37E-05
1283,-8.36E-05,9.57E-06
1284,-8.41E-05,5.44E-06
1285,-8.42E-05,1.26E-06
1286,-8.42E-05,-2.93E-06
1287,-8.40E-05,-7.09E-06
1288,-8.36E-05,-1.12E-05
1289,-8.30E-05,-1.54E-05
1290,-8.21E-05,-1.95E-05
1291,-8.11E-05,-2.36E-05
1292,-7.98E-05,-2.76E-05
1293,-7.84E-05,-3.15E-05
1294,-7.69E-05,-3.53E-05
1295,-7.50E-05,-3.90E-05
1296,-7.31E-05,-4.27E-05
1297,-7.09E-05,-4.62E-05
1298,-6.86E-05,-4.97E-05
1299,-6.61E-05,-5.30E-05
1300,-6.34E-05,-5.62E-05
1301,-6.06E-05,-5.93E-05
1302,-5.77E-05,-6.22E-05
1303,-5.46E-05,-6.50E-05
1304,-5.13E-05,-6.76E-05
1305,-4.79E-05,-7.00E-05
1306,-4.45E-05,-7.24E-05
1307,-4.09E-05,-7.45E-05
1308,-3.72E-05,-7.64E-05
1309,-3.34E-05,-7.82E-05
1310,-2.96E-05,-7.97E-05
1311,-2.57E-05,-8.11E-05
1312,-2.17E-05,-8.23E-05
1313,-1.77E-05,-8.33E-05
1314,-1.36E-05,-8.41E-05
1315,-9.47E-06,-8.47E-05
1316,-5.34E-06,-8.51E-05
1317,-1.21E-06,-8.53E-05
1318,2.94E-06,-8.53E-05
1319,7.09E-06,-8.51E-05
1320,1.12E-05,-8.47E-05
1321,1.53E-05,-8.41E-05
1322,1.94E-05,-8.32E-05
1323,2.35E-05,-8.22E-05
1324,2.75E-05,-8.10E-05
1325,3.14E-05,-7.96E-05
1326,3.52E-05,-7.80E-05
1327,3.90E-05,-7.62E-05
1328,4.27E-05,-7.43E-05
1329,4.63E-05,-7.21E-05
1330,4.98E-05,-6.98E-05
1331,5.31E-05,-6.73E-05
1332,5.63E-05,-6.47E-05
1333,5.94E-05,-6.19E-05
1334,6.24E-05,-5.90E-05
1335,6.53E-05,-5.59E-05
1336,6.79E-05,-5.27E-05
1337,7.04E-05,-4.93E-05
1338,7.27E-05,-4.59E-05
1339,7.49E-05,-4.23E-05
1340,7.69E-05,-3.87E-05
1341,7.87E-05,-3.49E-05
1342,8.04E-05,-3.11E-05
1343,8.17E-05,-2.72E-05
1344,8.30E-05,-2.33E-05
1345,8.40E-05,-1.92E-05
1346,8.49E-05,-1.52E-05
1347,8.56E-05,-1.10E-05
1348,8.61E-05,-6.92E-06
1349,8.64E-05,-2.78E-06
1350,8.64E-05,1.42E-06
1351,8.63E-05,5.61E-06
1352,8.59E-05,9.77E-06
1353,8.54E-05,1.39E-05
1354,8.47E-05,1.80E-05
1355,8.37E-05,2.20E-05
1356,8.26E-05,2.61E-05
1357,8.12E-05,3.00E-05
1358,7.98E-05,3.39E-05
1359,7.81E-05,3.77E-05
1360,7.62E-05,4.14E-05
1361,7.42E-05,4.50E-05
1362,7.20E-05,4.85E-05
1363,6.96E-05,5.19E-05
1364,6.70E-05,5.52E-05
1365,6.43E-05,5.84E-05
1366,6.15E-05,6.14E-05
1367,5.85E-05,6.43E-05
1368,5.54E-05,6.70E-05
1369,5.21E-05,6.96E-05
1370,4.88E-05,7.21E-05
1371,4.53E-05,7.43E-05
1372,4.17E-05,7.65E-05
1373,3.80E-05,7.84E-05
1374,3.42E-05,8.02E-05
1375,3.04E-05,8.17E-05
1376,2.64E-05,8.31E-05
1377,2.24E-05,8.43E-05
1378,1.84E-05,8.53E-05
1379,1.43E-05,8.61E-05
1380,1.01E-05,8.67E-05
1381,5.96E-06,8.72E-05
1382,1.80E-06,8.74E-05
1383,-2.38E-06,8.74E-05
1384,-6.57E-06,8.72E-05
1385,-1.07E-05,8.68E-05
1386,-1.49E-05,8.63E-05
1387,-1.90E-05,8.55E-05
1388,-2.30E-05,8.45E-05
1389,-2.70E-05,8.33E-05
1390,-3.10E-05,8.20E-05
1391,-3.48E-05,8.05E-05
1392,-3.86E-05,7.88E-05
1393,-4.24E-05,7.69E-05
1394,-4.60E-05,7.48E-05
1395,-4.95E-05,7.26E-05
1396,-5.29E-05,7.02E-05
1397,-5.62E-05,6.76E-05
1398,-5.93E-05,6.49E-05
1399,-6.23E-05,6.20E-05
1400,-6.52E-05,5.90E-05
1401,-6.80E-05,5.59E-05
1402,-7.06E-05,5.26E-05
1403,-7.31E-05,4.92E-05
1404,-7.53E-05,4.57E-05
1405,-7.74E-05,4.21E-05
1406,-7.94E-05,3.84E-05
1407,-8.11E-05,3.46E-05
1408,-8.27E-05,3.07E-05
1409,-8.41E-05,2.68E-05
1410,-8.53E-05,2.29E-05
1411,-8.63E-05,1.88E-05
1412,-8.71E-05,1.48E-05
1413,-8.77E-05,1.07E-05
1414,-8.82E-05,6.51E-06
1415,-8.84E-05,2.35E-06
1416,-8.85E-05,-1.81E-06
1417,-8.83E-05,-5.96E-06
1418,-8.80E-05,-1.01E-05
1419,-8.75E-05,-1.42E-05
1420,-8.67E-05,-1.83E-05
1421,-8.58E-05,-2.24E-05
1422,-8.47E-05,-2.64E-05
1423,-8.34E-05,-3.03E-05
1424,-8.19E-05,-3.42E-05
1425,-8.02E-05,-3.81E-05
1426,-7.84E-05,-4.18E-05
1427,-7.63E-05,-4.54E-05
1428,-7.41E-05,-4.90E-05
1429,-7.17E-05,-5.24E-05
1430,-6.93E-05,-5.58E-05
1431,-6.66E-05,-5.90E-05
1432,-6.38E-05,-6.21E-05
1433,-6.08E-05,-6.50E-05
1434,-5.77E-05,-6.79E-05
1435,-5.45E-05,-7.05E-05
1436,-5.11E-05,-7.30E-05
1437,-4.77E-05,-7.54E-05
1438,-4.41E-05,-7.75E-05
1439,-4.04E-05,-7.96E-05
1440,-3.66E-05,-8.14E-05
1441,-3.28E-05,-8.31E-05
1442,-2.89E-05,-8.45E-05
1443,-2.50E-05,-8.58E-05
1444,-2.10E-05,-8.69E-05
1445,-1.69E-05,-8.78E-05
1446,-1.28E-05,-8.85E-05
1447,-8.66E-06,-8.90E-05
1448,-4.50E-06,-8.95E-05
1449,-3.40E-07,-8.95E-05
1450,3.82E-06,-8.96E-05
1451,8.02E-06,-8.92E-05
1452,1.22E-05,-8.88E-05
1453,1.63E-05,-8.82E-05
1454,2.04E-05,-8.73E-05
1455,2.45E-05,-8.63E-05
1456,2.84E-05,-8.51E-05
1457,3.23E-05,-8.38E-05
1458,3.62E-05,-8.22E-05
1459,4.00E-05,-8.05E-05
1460,4.36E-05,-7.86E-05
1461,4.72E-05,-7.65E-05
1462,5.07E-05,-7.43E-05
1463,5.41E-05,-7.19E-05
1464,5.74E-05,-6.93E-05
1465,6.05E-05,-6.66E-05
1466,6.36E-05,-6.38E-05
1467,6.65E-05,-6.08E-05
1468,6.93E-05,-5.77E-05
1469,7.19E-05,-5.45E-05
1470,7.43E-05,-5.11E-05
1471,7.66E-05,-4.76E-05
1472,7.87E-05,-4.41E-05
1473,8.07E-05,-4.04E-05
1474,8.25E-05,-3.66E-05
1475,8.41E-05,-3.28E-05
1476,8.56E-05,-2.89E-05
1477,8.69E-05,-2.49E-05
1478,8.80E-05,-2.09E-05
1479,8.89E-05,-1.68E-05
1480,8.96E-05,-1.27E-05
1481,9.01E-05,-8.55E-06
1482,9.05E-05,-4.40E-06
1483,9.06E-05,-2.35E-07
1484,9.05E-05,3.95E-06
1485,9.02E-05,8.13E-06
1486,8.98E-05,1.23E-05
1487,8.92E-05,1.64E-05
1488,8.84E-05,2.05E-05
1489,8.74E-05,2.46E-05
1490,8.62E-05,2.86E-05
1491,8.48E-05,3.26E-05
1492,8.32E-05,3.65E-05
1493,8.15E-05,4.02E-05
1494,7.96E-05,4.39E-05
1495,7.75E-05,4.75E-05
1496,7.53E-05,5.10E-05
1497,7.29E-05,5.44E-05
1498,7.04E-05,5.77E-05
1499,6.77E-05,6.09E-05
1500,6.49E-05,6.40E-05
1501,6.19E-05,6.69E-05
1502,5.88E-05,6.97E-05
1503,5.56E-05,7.23E-05
1504,5.22E-05,7.48E-05
1505,4.88E-05,7.71E-05
1506,4.52E-05,7.93E-05
1507,4.16E-05,8.13E-05
1508,3.78E-05,8.32E-05
1509,3.39E-05,8.48E-05
1510,3.00E-05,8.63E-05
1511,2.61E-05,8.76E-05
1512,2.21E-05,8.88E-05
1513,1.80E-05,8.97E-05
1514,1.39E-05,9.05E-05
1515,9.76E-06,9.11E-05
1516,5.58E-06,9.14E-05
1517,1.43E-06,9.16E-05
1518,-2.72E-06,9.16E-05
1519,-6.87E-06,9.14E-05
1520,-1.10E-05,9.10E-05
1521,-1.51E-05,9.05E-05
1522,-1.92E-05,8.97E-05
1523,-2.32E-05,8.88E-05
1524,-2.72E-05,8.77E-05
1525,-3.12E-05,8.64E-05
1526,-3.51E-05,8.50E-05
1527,-3.89E-05,8.33E-05
1528,-4.27E-05,8.15E-05
1529,-4.63E-05,7.95E-05
1530,-4.99E-05,7.74E-05
1531,-5.34E-05,7.50E-05
1532,-5.67E-05,7.26E-05
1533,-6.00E-05,6.99E-05
1534,-6.31E-05,6.71E-05
1535,-6.61E-05,6.42E-05
1536,-6.89E-05,6.12E-05
1537,-7.17E-05,5.81E-05
1538,-7.43E-05,5.48E-05
1539,-7.67E-05,5.14E-05
1540,-7.90E-05,4.78E-05
1541,-8.11E-05,4.42E-05
1542,-8.30E-05,4.05E-05
1543,-8.49E-05,3.68E-05
1544,-8.64E-05,3.29E-05
1545,-8.79E-05,2.89E-05
1546,-8.91E-05,2.49E-05
1547,-9.02E-05,2.09E-05
1548,-9.10E-05,1.68E-05
1549,-9.17E-05,1.27E-05
1550,-9.22E-05,8.56E-06
1551,-9.26E-05,4.42E-06
1552,-9.27E-05,2.76E-07
1553,-9.26E-05,-3.87E-06
1554,-9.24E-05,-8.01E-06
1555,-9.20E-05,-1.22E-05
1556,-9.14E-05,-1.63E-05
1557,-9.06E-05,-2.04E-05
1558,-8.96E-05,-2.44E-05
1559,-8.84E-05,-2.84E-05
1560,-8.72E-05,-3.24E-05
1561,-8.56E-05,-3.62E-05
1562,-8.39E-05,-4.01E-05
1563,-8.20E-05,-4.38E-05
1564,-8.00E-05,-4.75E-05
1565,-7.78E-05,-5.10E-05
1566,-7.55E-05,-5.45E-05
1567,-7.30E-05,-5.78E-05
1568,-7.03E-05,-6.11E-05
1569,-6.75E-05,-6.42E-05
1570,-6.46E-05,-6.72E-05
1571,-6.16E-05,-7.00E-05
1572,-5.84E-05,-7.27E-05
1573,-5.51E-05,-7.53E-05
1574,-5.17E-05,-7.77E-05
1575,-4.83E-05,-8.00E-05
1576,-4.47E-05,-8.20E-05
1577,-4.10E-05,-8.40E-05
1578,-3.73E-05,-8.58E-05
1579,-3.34E-05,-8.73E-05
1580,-2.95E-05,-8.88E-05
1581,-2.55E-05,-9.00E-05
1582,-2.15E-05,-9.11E-05
1583,-1.75E-05,-9.20E-05
1584,-1.34E-05,-9.27E-05
1585,-9.23E-06,-9.32E-05
1586,-5.09E-06,-9.36E-05
1587,-9.44E-07,-9.37E-05
1588,3.22E-06,-9.37E-05
1589,7.38E-06,-9.35E-05
1590,1.15E-05,-9.31E-05
1591,1.57E-05,-9.25E-05
1592,1.98E-05,-9.18E-05
1593,2.38E-05,-9.08E-05
1594,2.79E-05,-8.97E-05
1595,3.18E-05,-8.84E-05
1596,3.57E-05,-8.69E-05
1597,3.96E-05,-8.53E-05
1598,4.33E-05,-8.35E-05
1599,4.70E-05,-8.16E-05
1600,5.06E-05,-7.94E-05
1601,5.41E-05,-7.71E-05
1602,5.75E-05,-7.46E-05
1603,6.08E-05,-7.20E-05
1604,6.39E-05,-6.92E-05
1605,6.70E-05,-6.64E-05
